ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name
2021-1-FI01-KA120-ADU-000046670,,Erasmus accreditation in adult education,KA120-ADU,2021,E10168558,Accreditation for an individual organisation,Spring House Oy,,Helsinki,,,,,,,,#N/A
2021-1-FI01-KA120-ADU-000045516,,Erasmus accreditation in adult education,KA120-ADU,2021,E10108147,Accreditation for an individual organisation,LOIMAA EVANKELINEN KANSAOPISTO,,LOIMAA,,,,,,,,#N/A
2021-1-FI01-KA120-ADU-000044024,,Erasmus accreditation in adult education,KA120-ADU,2021,E10084565,Accreditation for an individual organisation,ESPOON SEUDUN KOULUTUSKUNTAYHTYMA OMNIA,, ESPOON KAUPUNKI,,,,,,,,#N/A
2021-1-FI01-KA120-ADU-000042998,,Erasmus accreditation in adult education,KA120-ADU,2021,E10212878,Accreditation for an individual organisation,KUOPION KAUPUNKI,,KUOPIO,,,,,,,,#N/A
2021-1-FI01-KA120-ADU-000042798,,Erasmus accreditation in adult education,KA120-ADU,2021,E10281317,Accreditation for an individual organisation,Sotungin etälukio,,Vantaa,,,,,,,,#N/A
2021-1-FI01-KA120-ADU-000042471,,Erasmus accreditation in adult education,KA120-ADU,2021,E10216652,Accreditation for an individual organisation,Ålands landskapsregering,,Mariehamn,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000047659,,Erasmus accreditation in school education,KA120-SCH,2021,E10168603,Accreditation for an individual organisation,"Kauhajoen lukio, Kauhajoen kaupunki",,Kauhajoki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000047278,,Erasmus accreditation in school education,KA120-SCH,2021,E10283452,Accreditation for an individual organisation,Jaalan koulu,,Jaala,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000047241,,Erasmus accreditation in school education,KA120-SCH,2021,E10147688,Accreditation for an individual organisation,Kasavuoren koulu,,Kauniainen,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000047086,,Erasmus accreditation in school education,KA120-SCH,2021,E10090001,Accreditation for a mobility consortium coordinator,Koulutuskuntayhtymä Tavastia,,Hämeenlinna,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000046413,,Erasmus accreditation in school education,KA120-SCH,2021,E10160651,Accreditation for an individual organisation,Äänekosken lukio,,Äänekoski,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000045372,,Erasmus accreditation in school education,KA120-SCH,2021,E10087339,Accreditation for an individual organisation,Kesämäen koulu,,Lappeenranta,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000045250,,Erasmus accreditation in school education,KA120-SCH,2021,E10043265,Accreditation for an individual organisation,Utajärven lukio,,Utajärvi,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000045097,,Erasmus accreditation in school education,KA120-SCH,2021,E10175009,Accreditation for an individual organisation,Lappeenrannan Lyseon lukio,,Lappeenranta,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000044490,,Erasmus accreditation in school education,KA120-SCH,2021,E10132033,Accreditation for an individual organisation,Pargas stad,,Pargas,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000044393,,Erasmus accreditation in school education,KA120-SCH,2021,E10134573,Accreditation for an individual organisation,Järvenpään lukio / Järvenpään kaupunki,,Järvenpää,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000044244,,Erasmus accreditation in school education,KA120-SCH,2021,E10069954,Accreditation for an individual organisation,Tikkakosken yhtenäiskoulu,,Tikkakoski,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000044240,,Erasmus accreditation in school education,KA120-SCH,2021,E10091624,Accreditation for an individual organisation,"Pateniemen koulu, Oulun kaupunki",,Oulun kaupunki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000044086,,Erasmus accreditation in school education,KA120-SCH,2021,E10030262,Accreditation for an individual organisation,Alppilan lukio,,Helsinki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000044079,,Erasmus accreditation in school education,KA120-SCH,2021,E10166266,Accreditation for an individual organisation,Helsingin yhteislyseo,,Helsinki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043978,,Erasmus accreditation in school education,KA120-SCH,2021,E10161326,Accreditation for an individual organisation,"Ylitornion yhteiskoulun lukio, Ylitornion Yhteiskoulun Kannatusosakeyhtiö",,Ylitornio,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043958,,Erasmus accreditation in school education,KA120-SCH,2021,E10188028,Accreditation for a mobility consortium coordinator,VIRTAIN KAUPUNKI,,VIRRAT,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043648,,Erasmus accreditation in school education,KA120-SCH,2021,E10009471,Accreditation for an individual organisation,Harjunrinteen koulu,,Riihimäki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043581,,Erasmus accreditation in school education,KA120-SCH,2021,E10173771,Accreditation for an individual organisation,Lukkarin koulu,,Nurmijärvi,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043475,,Erasmus accreditation in school education,KA120-SCH,2021,E10201014,Accreditation for a mobility consortium coordinator,Lemin koulukeskus,,Lemi,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043319,,Erasmus accreditation in school education,KA120-SCH,2021,E10076247,Accreditation for a mobility consortium coordinator,Varppeen koulu,,Laitila,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043249,,Erasmus accreditation in school education,KA120-SCH,2021,E10151800,Accreditation for an individual organisation,Keravanjoen koulu,,Kerava,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043188,,Erasmus accreditation in school education,KA120-SCH,2021,E10119657,Accreditation for a mobility consortium coordinator,Saarijärven Lukio Saarijärven kaupunki,,Saarijärvi,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043110,,Erasmus accreditation in school education,KA120-SCH,2021,E10188503,Accreditation for an individual organisation,Oulunlahden koulu,,Oulu,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043106,,Erasmus accreditation in school education,KA120-SCH,2021,E10249280,Accreditation for an individual organisation,Taavetin koulu,,Taavetti,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043105,,Erasmus accreditation in school education,KA120-SCH,2021,E10111254,Accreditation for an individual organisation,Haukilahden koulu,,Espoo,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043095,,Erasmus accreditation in school education,KA120-SCH,2021,E10116025,Accreditation for an individual organisation,Kaitaan lukio,,Espoo,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043074,,Erasmus accreditation in school education,KA120-SCH,2021,E10130905,Accreditation for an individual organisation,Niittykummun koulu,,Espoo,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000043034,,Erasmus accreditation in school education,KA120-SCH,2021,E10161463,Accreditation for an individual organisation,Etelä-Tapiolan lukio,,Espoo,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042990,,Erasmus accreditation in school education,KA120-SCH,2021,E10117894,Accreditation for an individual organisation,Riihimaen lukio ja aikuislukio,,Riihimäki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042976,,Erasmus accreditation in school education,KA120-SCH,2021,E10151209,Accreditation for an individual organisation,Joroisten lukio,,Joroinen,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042952,,Erasmus accreditation in school education,KA120-SCH,2021,E10189750,Accreditation for an individual organisation,Maunulan yhteiskoulu ja Helsingin matematiikkalukio / Viipurin Reaalikoulu Oy,,Helsinki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042946,,Erasmus accreditation in school education,KA120-SCH,2021,E10161198,Accreditation for an individual organisation,Suininlahden Koulu,,Toivala,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042940,,Erasmus accreditation in school education,KA120-SCH,2021,E10089491,Accreditation for a mobility consortium coordinator,Kuopion klassillinen lukio,,KUOPIO,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042922,,Erasmus accreditation in school education,KA120-SCH,2021,E10076611,Accreditation for an individual organisation,Apollon Yhteiskoulun kannatusyhdistys ry,,Helsinki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042873,,Erasmus accreditation in school education,KA120-SCH,2021,E10281827,Accreditation for an individual organisation,Parkanon lukio,,Parkano,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042861,,Erasmus accreditation in school education,KA120-SCH,2021,E10110771,Accreditation for an individual organisation,Kirkonkylän koulu,,Laihia,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042762,,Erasmus accreditation in school education,KA120-SCH,2021,E10115508,Accreditation for an individual organisation,Luvian yhtenäiskoulu,,Eurajoki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042730,,Erasmus accreditation in school education,KA120-SCH,2021,E10142216,Accreditation for an individual organisation,Jokelan koulu,,Palokka,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042641,,Erasmus accreditation in school education,KA120-SCH,2021,E10084998,Accreditation for an individual organisation,Kauniaisten lukio / Kauniaisten kaupunki,,Kauniainen,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042640,,Erasmus accreditation in school education,KA120-SCH,2021,E10119312,Accreditation for an individual organisation,Pirtin koulu,,Kuopio,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042477,,Erasmus accreditation in school education,KA120-SCH,2021,E10137882,Accreditation for an individual organisation,Karakallion koulu,,Espoon kaupunki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042469,,Erasmus accreditation in school education,KA120-SCH,2021,E10111439,Accreditation for an individual organisation,Hatanpään lukio,,Tampere,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042457,,Erasmus accreditation in school education,KA120-SCH,2021,E10124963,Accreditation for an individual organisation,Petäjäveden yläaste,,Petäjävesi,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042440,,Erasmus accreditation in school education,KA120-SCH,2021,E10073669,Accreditation for an individual organisation,Leppävirran lukio,,Leppävirta,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042422,,Erasmus accreditation in school education,KA120-SCH,2021,E10221876,Accreditation for an individual organisation,Orimattilan yhteiskoulu,,Orimattila,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042365,,Erasmus accreditation in school education,KA120-SCH,2021,E10279059,Accreditation for an individual organisation,Loimaan seudun musiikkiopisto,,Loimaa,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042342,,Erasmus accreditation in school education,KA120-SCH,2021,E10136946,Accreditation for an individual organisation,Uudenkaupungin Yhtenäiskoulu,,Uusikaupunki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000042285,,Erasmus accreditation in school education,KA120-SCH,2021,E10183116,Accreditation for an individual organisation,Herttoniemen yhteiskoulu,,Helsinki,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000041391,,Erasmus accreditation in school education,KA120-SCH,2021,E10135596,Accreditation for an individual organisation,Nousiaisten lukio,,Nousiainen,,,,,,,,#N/A
2021-1-FI01-KA120-SCH-000041359,,Erasmus accreditation in school education,KA120-SCH,2021,E10116555,Accreditation for an individual organisation,Liedon lukio,,Lieto,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000045918,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10050402,Accreditation for an individual organisation,Tanhuvaaran Säätiö,,Savonlinna,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000045177,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10087929,Accreditation for an individual organisation,Lounais-Hämeen koulutuskuntayhtymä,,Forssa,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000045115,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10119686,Accreditation for an individual organisation,Kiipulasäätiö,,Turenki,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000043179,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10153135,Accreditation for an individual organisation,Salon seudun koulutuskuntayhtymä,,Salo,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000043138,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10072417,Accreditation for an individual organisation,Kuopion konservatorio,,Kuopio,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000042866,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10100657,Accreditation for an individual organisation,VALTAKUNNALLINEN VALMENNUS- JA LIIKUNTAKESKUS OY,,NASTOLA,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000042369,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10141350,Accreditation for an individual organisation,Careeria Oy,,Porvoo,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000042331,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10119572,Accreditation for an individual organisation,Tampereen Musiikkiopiston Säätiö sr,,Tampere,,,,,,,,#N/A
2021-1-FI01-KA120-VET-000042307,,Erasmus accreditation in vocational education and training,KA120-VET,2021,E10216652,Accreditation for an individual organisation,Ålands landskapsregering,,Mariehamn,,,,,,,,#N/A
2022-1-FI01-KA121-ADU-000052878,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2022,E10281317,Accreditation for an individual organisation,Sotungin etälukio,School/Institute/Educational centre - Adult education,Vantaa,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 16 175 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-ADU-000053183,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2022,E10212878,Accreditation for an individual organisation,Kuopion kaupunki,Local Public body,Kuopio,Pohjois-Savo,24,01/06/2022,31/05/2024, 12 488 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-ADU-000054965,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2022,E10216652,Accreditation for an individual organisation,Ålands Landskapsregering,Regional Public body,Maarianhamina,Ahvenanmaa,24,01/06/2022,31/05/2024, 15 038 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-ADU-000055332,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2022,E10195417,Accreditation for an individual organisation,Sastamalan kaupunki,Local Public body,Sastamala,Pirkanmaa,24,01/06/2022,31/05/2024, 62 115 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-ADU-000056113,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2022,E10168558,Accreditation for an individual organisation,Spring House Oy,Small and medium sized enterprise,Helsinki,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 15 476 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-ADU-000059318,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2022,E10195898,Accreditation for a mobility consortium coordinator,Helsingin kaupunki,Local Public body,Helsinki,Helsinki-Uusimaa,24,01/06/2022,31/05/2024, 45 150 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-ADU-000062699,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2022,E10103290,Accreditation for an individual organisation,Kehitysvammaisten palvelusäätiö,Foundation,Tampere,Pirkanmaa,15,01/06/2022,31/08/2023, 4 312 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-ADU-000067912,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2022,E10003617,Accreditation for a mobility consortium coordinator,Valo-valmennusyhdistys ry,Non-governmental organisation/association,Tampere,Pirkanmaa,24,01/06/2022,31/05/2024, 52 601 € ,#N/A,#N/A,#N/A
2021-1-FI01-KA121-ADU-000021544,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2021,E10003617,,Valo-valmennusyhdistys ry,Non-governmental organisation/association,Tampere,Pirkanmaa,15,01/09/2021,30/11/2022, 27 457 € ,,,#N/A
2021-1-FI01-KA121-ADU-000010149,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2021,E10139100,,Kansanvalistusseura sr,Foundation,Helsinki,Helsinki-Uusimaa,15,01/09/2021,30/11/2022, 48 926 € ,,,#N/A
2021-1-FI01-KA121-ADU-000009990,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2021,E10195417,,Sastamalan kaupunki,Local Public body,Sastamala,Pirkanmaa,15,01/09/2021,30/11/2022, 48 719 € ,,,#N/A
2021-1-FI01-KA121-ADU-000009404,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2021,E10193442,,Tekniikan museon säätiö,Foundation,Helsinki,Helsinki-Uusimaa,15,01/09/2021,30/11/2022, 13 070 € ,,,#N/A
2021-1-FI01-KA121-ADU-000006711,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2021,E10197748,,Axxell Utbildning AB,School/Institute/Educational centre - Adult education,Raasepori,Helsinki-Uusimaa,15,01/09/2021,30/11/2022, 22 956 € ,,,#N/A
2021-1-FI01-KA121-ADU-000006152,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2021,E10151409,,Live-säätiö sr,Foundation,Espoo,Helsinki-Uusimaa,15,01/09/2021,30/11/2022, 24 763 € ,,,#N/A
2021-1-FI01-KA121-ADU-000005541,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2021,E10103290,,Kehitysvammaisten palvelusäätiö,Foundation,Tampere,Pirkanmaa,15,01/09/2021,30/11/2022, 16 136 € ,,,#N/A
2021-1-FI01-KA121-ADU-000005372,,Accredited projects for mobility of learners and staff in adult education ,KA121-ADU,2021,E10075478,,Iisalmen kaupunki,Local Public body,Iisalmi,Pohjois-Savo,15,01/09/2021,30/11/2022, 10 192 € ,,,#N/A
2022-1-FI01-KA121-SCH-000051860,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10023656,Accreditation for an individual organisation,Hämeenkylän koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 70 255 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000052066,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10115508,Accreditation for an individual organisation,Luvian yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Eurajoki,Satakunta,24,01/06/2022,31/05/2024, 18 287 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000052161,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10116555,Accreditation for an individual organisation,Liedon lukio,School/Institute/Educational centre – General education (secondary level),Lieto,Varsinais-Suomi,15,01/06/2022,31/08/2023, 53 746 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000052401,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10110771,Accreditation for an individual organisation,Kirkonkylän koulu,School/Institute/Educational centre – General education (basic education),Laihia,Pohjanmaa,15,01/06/2022,31/08/2023, 6 726 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000052537,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10070596,Accreditation for an individual organisation,Mikkelin lukio,School/Institute/Educational centre – General education (secondary level),Mikkeli,Etelä-Savo,24,01/06/2022,31/05/2024, 50 531 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000052587,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10176447,Accreditation for an individual organisation,Lovisa Gymnasium,School/Institute/Educational centre – General education (secondary level),Loviisa,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 16 132 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000053213,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10076611,Accreditation for an individual organisation,Apollon Yhteiskoulun kannatusyhdistys ry,School/Institute/Educational centre – General education (basic education),Helsinki,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 34 280 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000053345,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10043265,Accreditation for an individual organisation,Utajärven lukio,School/Institute/Educational centre – General education (secondary level),Utajärvi,Pohjois-Pohjanmaa,15,01/06/2022,31/08/2023, 11 416 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000053412,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10104347,Accreditation for an individual organisation,Juhani Ahon koulu,School/Institute/Educational centre – General education (basic education),Iisalmi,Pohjois-Savo,15,01/06/2022,31/08/2023, 35 192 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000053427,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10173771,Accreditation for an individual organisation,Lukkarin koulu,School/Institute/Educational centre – General education (basic education),Nurmijärvi,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 8 880 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000053591,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10137882,Accreditation for an individual organisation,Karakallion koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 30 602 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000054188,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10193744,Accreditation for an individual organisation,Salon lukio,School/Institute/Educational centre – General education (secondary level),Salo,Varsinais-Suomi,24,01/06/2022,31/05/2024, 70 466 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000054227,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10279059,Accreditation for an individual organisation,Loimaan seudun musiikkiopisto,Other,Loimaa,Varsinais-Suomi,24,01/06/2022,31/05/2024, 10 470 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000054335,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10013823,Accreditation for an individual organisation,Vammalan lukio,School/Institute/Educational centre – General education (secondary level),Sastamala,Pirkanmaa,15,01/06/2022,31/08/2023, 40 386 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000054343,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10009471,Accreditation for an individual organisation,Harjunrinteen koulu,School/Institute/Educational centre – General education (basic education),Riihimäki,Kanta-Häme,24,01/06/2022,31/05/2024, 19 238 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000054450,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10124963,Accreditation for an individual organisation,Petäjäveden yläaste,School/Institute/Educational centre – General education (basic education),Petäjävesi,Keski-Suomi,15,01/06/2022,31/08/2023, 35 108 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000054486,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10193102,Accreditation for an individual organisation,Ahvenisjärven koulu,School/Institute/Educational centre – General education (basic education),Tampere,Pirkanmaa,24,01/06/2022,31/05/2024, 33 157 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000054926,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10066802,Accreditation for an individual organisation,Oulunkylän yhteiskoulu,School/Institute/Educational centre – General education (basic education),Helsinki,Helsinki-Uusimaa,24,01/06/2022,31/05/2024, 117 505 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000054933,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10281827,Accreditation for an individual organisation,Parkanon lukio,School/Institute/Educational centre – General education (secondary level),Parkano,Pirkanmaa,24,01/06/2022,31/05/2024, 57 480 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000055024,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10111439,Accreditation for an individual organisation,"Tampereen kaupunki, Hatanpään lukio",School/Institute/Educational centre – General education (secondary level),Tampere,Pirkanmaa,24,01/06/2022,31/05/2024, 46 236 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000055258,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10080682,Accreditation for an individual organisation,Joensuun lyseon lukio,School/Institute/Educational centre – General education (secondary level),Joensuu,Pohjois-Karjala,24,01/06/2022,31/05/2024, 24 069 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000055442,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10149504,Accreditation for an individual organisation,Kuulammen koulu,School/Institute/Educational centre – General education (basic education),Tyrnävä,Pohjois-Pohjanmaa,15,01/06/2022,31/08/2023, 73 418 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000055525,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10166266,Accreditation for an individual organisation,Helsingin yhteislyseo,School/Institute/Educational centre – General education (secondary level),Helsinki,Helsinki-Uusimaa,24,01/06/2022,31/05/2024, 46 650 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000055752,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10084998,Accreditation for an individual organisation,"Kauniaisten lukio, Kauniaisten kaupunki",School/Institute/Educational centre – General education (secondary level),Kauniainen,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 56 163 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000055797,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10147688,Accreditation for an individual organisation,Kasavuoren koulu,School/Institute/Educational centre – General education (basic education),Kauniainen,Helsinki-Uusimaa,24,01/06/2022,31/05/2024, 45 373 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000055844,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10143862,Accreditation for a mobility consortium coordinator,Turun kaupunki - Åbo stad,Local Public body,Turku,Varsinais-Suomi,24,01/06/2022,31/05/2024, 402 000 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000055863,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10259181,Accreditation for an individual organisation,Otaniemen lukio,School/Institute/Educational centre – General education (secondary level),Espoo,Helsinki-Uusimaa,24,01/06/2022,31/05/2024, 29 907 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000056029,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10160651,Accreditation for an individual organisation,Äänekosken lukio,School/Institute/Educational centre – General education (secondary level),Äänekoski,Keski-Suomi,24,01/06/2022,31/05/2024, 56 338 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000056082,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10054596,Accreditation for an individual organisation,Kimpisen lukio,School/Institute/Educational centre – General education (secondary level),Lappeenranta,Etelä-Karjala,24,01/06/2022,31/05/2024, 38 722 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000056131,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10111254,Accreditation for an individual organisation,Haukilahden koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,15,01/06/2022,31/08/2023, 44 272 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000056150,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10130905,Accreditation for an individual organisation,Niittykummun koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,24,01/06/2022,31/05/2024, 22 610 € ,#N/A,#N/A,#N/A
2022-1-FI01-KA121-SCH-000056275,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10102365,Accreditation for an individual organisation,Ylä-Savon musiikkiopisto,Other,Iisalmi,Pohjois-Savo,15,01/06/2022,31/08/2023, 28 821 € ,#N/A,#N/A,#N/A
